tenant_slug,product_name,description,price_cpm,delivery_type,formats_json,targeting_json
nytimes,NYTimes Football Coverage Sponsorship 240,"Support the New York Times Football Coverage, delivering coverage that sports fans trust. Engage an audience of enthusiasts and professionals who rely on authoritative reporting and premium analysis.",29,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France"", ""USA""], ""device_type_any_of"": [""desktop""]}"
nytimes,NYTimes Style Section Sponsorship 241,Align your brand with our authoritative Style Section. Reach influential readers seeking trusted reporting and benefit from the premium context only the New York Times can provide.,36,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""mobile""]}"
nytimes,NYTimes Climate Newsletter Sponsorship 242,Sponsor the Climate Newsletter to place your message in front of loyal subscribers. Your brand will resonate with engaged professionals who start their day informed by trusted journalism.,40,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""USA""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
nytimes,NYTimes Sugar Calling Podcast Sponsorship 243,"Be the exclusive sponsor of the Sugar Calling Podcast, connecting with devoted listeners who value insightful storytelling. Your brand benefits from association with our influential audio journalism and premium context.",35,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
nytimes,NYTimes Technology Conference Sponsorship 244,Join us as a presenting partner for the Technology Conference and showcase your brand at a premier gathering of thought leaders. Reach decision makers and tastemakers who attend New York Times events and value influential experiences.,32,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
nytimes,NYTimes Golf Coverage Sponsorship 245,"Support the New York Times Golf Coverage, delivering coverage that sports fans trust. Engage an audience of enthusiasts and professionals who rely on authoritative reporting and premium analysis.",35,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""USA""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
nytimes,NYTimes Real Estate Section Sponsorship 246,Align your brand with our authoritative Real Estate Section. Reach influential readers seeking trusted reporting and benefit from the premium context only the New York Times can provide.,39,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""UK""], ""device_type_any_of"": [""mobile""]}"
nytimes,NYTimes Well Newsletter Sponsorship 247,Sponsor the Well Newsletter to place your message in front of loyal subscribers. Your brand will resonate with engaged professionals who start their day informed by trusted journalism.,35,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
nytimes,NYTimes Dear Sugars Podcast Sponsorship 248,"Be the exclusive sponsor of the Dear Sugars Podcast, connecting with devoted listeners who value insightful storytelling. Your brand benefits from association with our influential audio journalism and premium context.",40,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""France""], ""device_type_any_of"": [""mobile""]}"
nytimes,NYTimes Sports Business Summit Sponsorship 249,Join us as a presenting partner for the Sports Business Summit and showcase your brand at a premier gathering of thought leaders. Reach decision makers and tastemakers who attend New York Times events and value influential experiences.,35,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
nytimes,NYTimes Esports Coverage Sponsorship 250,"Support the New York Times Esports Coverage, delivering coverage that sports fans trust. Engage an audience of enthusiasts and professionals who rely on authoritative reporting and premium analysis.",25,guaranteed,"[""display"", ""video""]","{""geo_country_any_of"": [""France"", ""USA"", ""Australia""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Z100 Top 40 Station Package 1,Take over our Z100 Top 40 Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""UK""], ""device_type_any_of"": [""desktop""]}"
iheartradio,iHeartRadio Stuff You Should Know Podcast Package 2,"Become the presenting sponsor of the Stuff You Should Know Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""desktop""]}"
iheartradio,iHeartRadio Music Festival Package 3,Gain access to our Music Festival for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""UK""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Summer Hits Playlist Package 4,"Own the moment with our Summer Hits Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",15,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Singapore""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Country Music Fans Bundle Package 5,Target a defined demographic with our Country Music Fans Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Germany""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio KISS FM Station Package 6,Take over our KISS FM Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,9,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio The Breakfast Club Podcast Package 7,"Become the presenting sponsor of the The Breakfast Club Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""USA""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Country Festival Package 8,Gain access to our Country Festival for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""France""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Back to School Countdown Package 9,"Own the moment with our Back to School Countdown, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Urban Millennials Bundle Package 10,Target a defined demographic with our Urban Millennials Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""Australia""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Power 105 Hip-Hop Station Package 11,Take over our Power 105 Hip-Hop Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio Disgraceland Podcast Package 12,"Become the presenting sponsor of the Disgraceland Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",13,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Jingle Ball Tour Package 13,Gain access to our Jingle Ball Tour for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,15,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Holiday Classics Playlist Package 14,"Own the moment with our Holiday Classics Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""smart speaker""]}"
iheartradio,iHeartRadio Suburban Parents Bundle Package 15,Target a defined demographic with our Suburban Parents Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Singapore""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio Lite FM Adult Contemporary Station Package 16,Take over our Lite FM Adult Contemporary Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
iheartradio,iHeartRadio The Ron Burgundy Podcast Package 17,"Become the presenting sponsor of the The Ron Burgundy Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Podcast Awards Package 18,Gain access to our Podcast Awards for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,11,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Halloween Spooky Radio Package 19,"Own the moment with our Halloween Spooky Radio, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",8,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
iheartradio,iHeartRadio Commuter Audience Bundle Package 20,Target a defined demographic with our Commuter Audience Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,15,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""UK"", ""USA""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Country Hits Station Package 21,Take over our Country Hits Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,10,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Stuff You Missed in History Class Package 22,"Become the presenting sponsor of the Stuff You Missed in History Class, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Fiesta Latina Package 23,Gain access to our Fiesta Latina for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Thanksgiving Road Trip Playlist Package 24,"Own the moment with our Thanksgiving Road Trip Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Fitness Enthusiasts Bundle Package 25,Target a defined demographic with our Fitness Enthusiasts Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,8,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""France"", ""UK""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Classic Rock Station Package 26,Take over our Classic Rock Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""UK""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio How to Money Podcast Package 27,"Become the presenting sponsor of the How to Money Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Germany""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Music Awards Package 28,Gain access to our Music Awards for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,12,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio New Year's Eve Countdown Package 29,"Own the moment with our New Year's Eve Countdown, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",8,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""France""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Sports Fans Audio Bundle Package 30,Target a defined demographic with our Sports Fans Audio Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,8,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""France""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio News/Talk Radio Station Package 31,Take over our News/Talk Radio Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia"", ""USA""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Crime Junkie Podcast Package 32,"Become the presenting sponsor of the Crime Junkie Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Germany""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Spring Music Event Package 33,Gain access to our Spring Music Event for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,11,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Valentine's Day Love Songs Package 34,"Own the moment with our Valentine's Day Love Songs, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Podcast Binge Listeners Bundle Package 35,Target a defined demographic with our Podcast Binge Listeners Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""USA""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Sports Radio Station Package 36,Take over our Sports Radio Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,13,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK"", ""Australia""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio The Bobby Bones Show Podcast Package 37,"Become the presenting sponsor of the The Bobby Bones Show Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""France""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Comedy Tour Package 38,Gain access to our Comedy Tour for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,8,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""Germany""], ""device_type_any_of"": [""smart speaker""]}"
iheartradio,iHeartRadio Spring Break Playlist Package 39,"Own the moment with our Spring Break Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",11,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""UK""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Gen X Rock Lovers Bundle Package 40,Target a defined demographic with our Gen X Rock Lovers Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""France"", ""Germany""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Jazz Station Package 41,Take over our Jazz Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,10,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""USA""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Questlove Supreme Podcast Package 42,"Become the presenting sponsor of the Questlove Supreme Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",8,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Summer Pool Party Package 43,Gain access to our Summer Pool Party for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,12,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""UK""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Winter Cozy Playlist Package 44,"Own the moment with our Winter Cozy Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Singapore""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Latino Pop Audience Bundle Package 45,Target a defined demographic with our Latino Pop Audience Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Latin Pop Station Package 46,Take over our Latin Pop Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Fake Doctors Real Friends Podcast Package 47,"Become the presenting sponsor of the Fake Doctors Real Friends Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""USA"", ""Australia""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
iheartradio,iHeartRadio Rising Star Concert Package 48,Gain access to our Rising Star Concert for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""USA""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Fourth of July Fireworks Mix Package 49,"Own the moment with our Fourth of July Fireworks Mix, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio College Students Bundle Package 50,Target a defined demographic with our College Students Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,9,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""smart speaker""]}"
iheartradio,iHeartRadio Z100 Top 40 Station Package 51,Take over our Z100 Top 40 Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Stuff You Should Know Podcast Package 52,"Become the presenting sponsor of the Stuff You Should Know Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",10,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""France""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Music Festival Package 53,Gain access to our Music Festival for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Summer Hits Playlist Package 54,"Own the moment with our Summer Hits Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",12,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Australia""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Country Music Fans Bundle Package 55,Target a defined demographic with our Country Music Fans Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
iheartradio,iHeartRadio KISS FM Station Package 56,Take over our KISS FM Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,12,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio The Breakfast Club Podcast Package 57,"Become the presenting sponsor of the The Breakfast Club Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""UK""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio Country Festival Package 58,Gain access to our Country Festival for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,15,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""France"", ""USA""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Back to School Countdown Package 59,"Own the moment with our Back to School Countdown, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Australia""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Urban Millennials Bundle Package 60,Target a defined demographic with our Urban Millennials Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
iheartradio,iHeartRadio Power 105 Hip-Hop Station Package 61,Take over our Power 105 Hip-Hop Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""mobile""]}"
iheartradio,iHeartRadio Disgraceland Podcast Package 62,"Become the presenting sponsor of the Disgraceland Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",11,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Jingle Ball Tour Package 63,Gain access to our Jingle Ball Tour for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
iheartradio,iHeartRadio Holiday Classics Playlist Package 64,"Own the moment with our Holiday Classics Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",8,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Suburban Parents Bundle Package 65,Target a defined demographic with our Suburban Parents Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Singapore""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio Lite FM Adult Contemporary Station Package 66,Take over our Lite FM Adult Contemporary Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,15,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK"", ""Germany""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio The Ron Burgundy Podcast Package 67,"Become the presenting sponsor of the The Ron Burgundy Podcast, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""France""], ""device_type_any_of"": [""desktop""]}"
iheartradio,iHeartRadio Podcast Awards Package 68,Gain access to our Podcast Awards for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
iheartradio,iHeartRadio Halloween Spooky Radio Package 69,"Own the moment with our Halloween Spooky Radio, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Australia""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Commuter Audience Bundle Package 70,Target a defined demographic with our Commuter Audience Bundle. Connect with audiences at scale and embed your message within the soundtrack of their lives.,13,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
iheartradio,iHeartRadio Country Hits Station Package 71,Take over our Country Hits Station for mass reach and unmatched audio immersion. Reach mainstream listeners across America and make your brand part of their daily routine.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
iheartradio,iHeartRadio Stuff You Missed in History Class Package 72,"Become the presenting sponsor of the Stuff You Missed in History Class, a fan favorite that keeps listeners coming back. Engage audiences who crave storytelling and tune in weekly to this popular audio experience.",12,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""France"", ""Australia""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
iheartradio,iHeartRadio Fiesta Latina Package 73,Gain access to our Fiesta Latina for high profile exposure and national buzz. Connect with music fans and mainstream listeners at one of America's most celebrated audio events.,10,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany"", ""France""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
iheartradio,iHeartRadio Thanksgiving Road Trip Playlist Package 74,"Own the moment with our Thanksgiving Road Trip Playlist, curated for a specific time of year. Reach listeners coast to coast who tune in for seasonal favorites and deliver a memorable brand message.",9,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
