tenant_slug,product_name,description,price_cpm,delivery_type,formats,targeting_json
iheart-radio,iHeart Entertainment Podcast,🏠 HOME SWEET HOME! Reach 30M+ households through entertainment programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for entertainment brands. Be part of their entertainment! 🎵,13.0,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Drive Drive,🏠 HOME SWEET HOME! Reach 30M+ households through drive programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for drive brands. Be part of their drive! 🎵,14.05,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Morning Weekend,🌅 AMERICA'S MORNING RITUAL! Reach 50M+ listeners during peak morning time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting morning audiences. Start their morning with your brand! 🎵,13.36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Country Drive,🏠 HOME SWEET HOME! Reach 30M+ households through country programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for country brands. Be part of their country! 🎵,13.85,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Lifestyle Podcast,🚗 LIFESTYLE DOMINANCE! Capture 45M+ listeners during lifestyle hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with lifestyle audiences. Make lifestyle yours! 🎵,13.69,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Night Station,🏠 HOME SWEET HOME! Reach 30M+ households through night programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for night brands. Be part of their night! 🎵,14.78,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Weather Radio,🌅 AMERICA'S WEATHER RITUAL! Reach 50M+ listeners during peak weather time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting weather audiences. Start their weather with your brand! 🎵,13.52,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Business Weekend,🌅 AMERICA'S BUSINESS RITUAL! Reach 50M+ listeners during peak business time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting business audiences. Start their business with your brand! 🎵,12.27,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Sports Show,🚗 SPORTS DOMINANCE! Capture 45M+ listeners during sports hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with sports audiences. Make sports yours! 🎵,10.75,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Pop Commute,🌅 AMERICA'S POP RITUAL! Reach 50M+ listeners during peak pop time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting pop audiences. Start their pop with your brand! 🎵,13.45,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Family Commute,🏠 HOME SWEET HOME! Reach 30M+ households through family programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for family brands. Be part of their family! 🎵,14.98,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Night Drive,🏠 HOME SWEET HOME! Reach 30M+ households through night programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for night brands. Be part of their night! 🎵,11.09,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Weather Commute,🚗 WEATHER DOMINANCE! Capture 45M+ listeners during weather hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with weather audiences. Make weather yours! 🎵,11.5,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Pop Network,🚗 POP DOMINANCE! Capture 45M+ listeners during pop hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with pop audiences. Make pop yours! 🎵,11.95,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Business Show,🏠 HOME SWEET HOME! Reach 30M+ households through business programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for business brands. Be part of their business! 🎵,12.0,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Family Hour,🌅 AMERICA'S FAMILY RITUAL! Reach 50M+ listeners during peak family time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting family audiences. Start their family with your brand! 🎵,10.69,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Family Commute,🚗 FAMILY DOMINANCE! Capture 45M+ listeners during family hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with family audiences. Make family yours! 🎵,13.53,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Drive Station,🚗 DRIVE DOMINANCE! Capture 45M+ listeners during drive hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with drive audiences. Make drive yours! 🎵,13.83,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Comedy Drive,🏠 HOME SWEET HOME! Reach 30M+ households through comedy programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for comedy brands. Be part of their comedy! 🎵,14.69,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Health Drive,🚗 HEALTH DOMINANCE! Capture 45M+ listeners during health hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with health audiences. Make health yours! 🎵,10.99,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Business Radio,🏠 HOME SWEET HOME! Reach 30M+ households through business programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for business brands. Be part of their business! 🎵,14.09,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Business Drive,🚗 BUSINESS DOMINANCE! Capture 45M+ listeners during business hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with business audiences. Make business yours! 🎵,13.93,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Drive Podcast,🌅 AMERICA'S DRIVE RITUAL! Reach 50M+ listeners during peak drive time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting drive audiences. Start their drive with your brand! 🎵,12.57,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Comedy Podcast,🏠 HOME SWEET HOME! Reach 30M+ households through comedy programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for comedy brands. Be part of their comedy! 🎵,14.59,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Lifestyle Hour,🚗 LIFESTYLE DOMINANCE! Capture 45M+ listeners during lifestyle hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with lifestyle audiences. Make lifestyle yours! 🎵,12.78,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart News Hour,🌅 AMERICA'S NEWS RITUAL! Reach 50M+ listeners during peak news time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting news audiences. Start their news with your brand! 🎵,10.28,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Lifestyle Drive,🌅 AMERICA'S LIFESTYLE RITUAL! Reach 50M+ listeners during peak lifestyle time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting lifestyle audiences. Start their lifestyle with your brand! 🎵,12.0,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Family Podcast,🚗 FAMILY DOMINANCE! Capture 45M+ listeners during family hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with family audiences. Make family yours! 🎵,14.79,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Drive Hour,🌅 AMERICA'S DRIVE RITUAL! Reach 50M+ listeners during peak drive time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting drive audiences. Start their drive with your brand! 🎵,13.0,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Country Show,🚗 COUNTRY DOMINANCE! Capture 45M+ listeners during country hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with country audiences. Make country yours! 🎵,10.97,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Traffic Hour,🏠 HOME SWEET HOME! Reach 30M+ households through traffic programming with guaranteed delivery. Your brand message reaches families in their most comfortable environment. Perfect for traffic brands. Be part of their traffic! 🎵,12.63,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart News Station,🌅 AMERICA'S NEWS RITUAL! Reach 50M+ listeners during peak news time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting news audiences. Start their news with your brand! 🎵,10.08,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Music Network,🚗 MUSIC DOMINANCE! Capture 45M+ listeners during music hours with guaranteed reach. Your brand message reaches America when they're most engaged. Perfect for brands wanting to connect with music audiences. Make music yours! 🎵,14.76,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
iheart-radio,iHeart Entertainment Network,🌅 AMERICA'S ENTERTAINMENT RITUAL! Reach 50M+ listeners during peak entertainment time with guaranteed delivery. Your message hits when America is most engaged. Perfect for brands targeting entertainment audiences. Start their entertainment with your brand! 🎵,14.5,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart_speaker"", ""desktop""]}"
netflix,Netflix Mystery Collection,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning mystery series reaching 200M+ engaged subscribers. Your brand appears before mystery content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal mystery audience. Be original with us! 🏆,62.91,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Western Season,"🎬 CINEMA AT HOME! Sponsor our western collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after western content. When Netflix premieres western, your brand shines! 🌟",74.05,guaranteed,"[""video""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""USA""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Family Collection,🎭 A-LIST FAMILY EXCLUSIVE! Sponsor our family content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved family content. Perfect for premium brands wanting to associate with family excellence. Star power meets brand power! ⭐,55.93,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Romantic Comedy Night,🎭 A-LIST ROMANTIC COMEDY EXCLUSIVE! Sponsor our romantic comedy content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved romantic comedy content. Perfect for premium brands wanting to associate with romantic comedy excellence. Star power meets brand power! ⭐,68.48,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Action Premiere,🎭 A-LIST ACTION EXCLUSIVE! Sponsor our action content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved action content. Perfect for premium brands wanting to associate with action excellence. Star power meets brand power! ⭐,71.36,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Drama Exclusive,"🎬 CINEMA AT HOME! Sponsor our drama collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after drama content. When Netflix premieres drama, your brand shines! 🌟",79.04,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Mystery Exclusive,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning mystery series reaching 200M+ engaged subscribers. Your brand appears before mystery content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal mystery audience. Be original with us! 🏆,57.95,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Singapore""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Musical Weekend,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning musical series reaching 200M+ engaged subscribers. Your brand appears before musical content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal musical audience. Be original with us! 🏆,56.91,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Comedy Series,🎭 A-LIST COMEDY EXCLUSIVE! Sponsor our comedy content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved comedy content. Perfect for premium brands wanting to associate with comedy excellence. Star power meets brand power! ⭐,68.11,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Thriller Exclusive,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning thriller series reaching 200M+ engaged subscribers. Your brand appears before thriller content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal thriller audience. Be original with us! 🏆,78.39,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""France"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Premium Series,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning premium series reaching 200M+ engaged subscribers. Your brand appears before premium content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal premium audience. Be original with us! 🏆,50.18,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Historical Collection,"🎬 CINEMA AT HOME! Sponsor our historical collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after historical content. When Netflix premieres historical, your brand shines! 🌟",77.28,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""USA"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Romantic Comedy Special,🎭 A-LIST ROMANTIC COMEDY EXCLUSIVE! Sponsor our romantic comedy content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved romantic comedy content. Perfect for premium brands wanting to associate with romantic comedy excellence. Star power meets brand power! ⭐,74.34,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""USA"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Historical Collection,🎭 A-LIST HISTORICAL EXCLUSIVE! Sponsor our historical content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved historical content. Perfect for premium brands wanting to associate with historical excellence. Star power meets brand power! ⭐,73.81,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""UK"", ""USA""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Romantic Comedy Movie,🎭 A-LIST ROMANTIC COMEDY EXCLUSIVE! Sponsor our romantic comedy content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved romantic comedy content. Perfect for premium brands wanting to associate with romantic comedy excellence. Star power meets brand power! ⭐,69.05,guaranteed,"[""video""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""Singapore""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Biography Series,🎭 A-LIST BIOGRAPHY EXCLUSIVE! Sponsor our biography content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved biography content. Perfect for premium brands wanting to associate with biography excellence. Star power meets brand power! ⭐,76.23,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""UK"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Superhero Marathon,"🎬 CINEMA AT HOME! Sponsor our superhero collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after superhero content. When Netflix premieres superhero, your brand shines! 🌟",73.45,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""France"", ""Germany""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Drama Exclusive,"🎬 CINEMA AT HOME! Sponsor our drama collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after drama content. When Netflix premieres drama, your brand shines! 🌟",62.0,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Crime Exclusive,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning crime series reaching 200M+ engaged subscribers. Your brand appears before crime content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal crime audience. Be original with us! 🏆,70.92,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix War Premiere,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning war series reaching 200M+ engaged subscribers. Your brand appears before war content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal war audience. Be original with us! 🏆,72.87,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""France""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Biography Collection,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning biography series reaching 200M+ engaged subscribers. Your brand appears before biography content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal biography audience. Be original with us! 🏆,65.59,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""USA"", ""Singapore""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Original Premiere,"🎬 CINEMA AT HOME! Sponsor our original collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after original content. When Netflix premieres original, your brand shines! 🌟",68.49,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Germany"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Crime Marathon,"🎬 CINEMA AT HOME! Sponsor our crime collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after crime content. When Netflix premieres crime, your brand shines! 🌟",68.09,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Fantasy Collection,"🎬 CINEMA AT HOME! Sponsor our fantasy collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after fantasy content. When Netflix premieres fantasy, your brand shines! 🌟",77.02,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""USA""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Western Collection,🎭 A-LIST WESTERN EXCLUSIVE! Sponsor our western content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved western content. Perfect for premium brands wanting to associate with western excellence. Star power meets brand power! ⭐,72.13,guaranteed,"[""video""]","{""geo_country_any_of"": [""Australia"", ""France"", ""USA""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Action Premiere,🎭 A-LIST ACTION EXCLUSIVE! Sponsor our action content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved action content. Perfect for premium brands wanting to associate with action excellence. Star power meets brand power! ⭐,53.08,guaranteed,"[""video""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""France""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Romantic Comedy Exclusive,🎭 A-LIST ROMANTIC COMEDY EXCLUSIVE! Sponsor our romantic comedy content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved romantic comedy content. Perfect for premium brands wanting to associate with romantic comedy excellence. Star power meets brand power! ⭐,74.36,guaranteed,"[""video""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Horror Series,🎭 A-LIST HORROR EXCLUSIVE! Sponsor our horror content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved horror content. Perfect for premium brands wanting to associate with horror excellence. Star power meets brand power! ⭐,67.81,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""USA"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Horror Premiere,🎭 A-LIST HORROR EXCLUSIVE! Sponsor our horror content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved horror content. Perfect for premium brands wanting to associate with horror excellence. Star power meets brand power! ⭐,67.28,guaranteed,"[""video""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""Singapore""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Mystery Series,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning mystery series reaching 200M+ engaged subscribers. Your brand appears before mystery content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal mystery audience. Be original with us! 🏆,55.35,guaranteed,"[""video""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""Singapore""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Biography Series,"🎬 CINEMA AT HOME! Sponsor our biography collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after biography content. When Netflix premieres biography, your brand shines! 🌟",79.48,guaranteed,"[""video""]","{""geo_country_any_of"": [""Germany"", ""France"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Sci-Fi Special,📺 ORIGINAL CONTENT EXCLUSIVE! Sponsor Netflix's award-winning sci-fi series reaching 200M+ engaged subscribers. Your brand appears before sci-fi content that viewers can't find anywhere else. Perfect for premium brands wanting exclusive access to Netflix's most loyal sci-fi audience. Be original with us! 🏆,55.87,guaranteed,"[""video""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Australia""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Western Marathon,🎭 A-LIST WESTERN EXCLUSIVE! Sponsor our western content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved western content. Perfect for premium brands wanting to associate with western excellence. Star power meets brand power! ⭐,79.32,guaranteed,"[""video""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""France""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Documentary Season,🎭 A-LIST DOCUMENTARY EXCLUSIVE! Sponsor our documentary content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved documentary content. Perfect for premium brands wanting to associate with documentary excellence. Star power meets brand power! ⭐,52.45,guaranteed,"[""video""]","{""geo_country_any_of"": [""USA"", ""Singapore"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Mystery Season,🎭 A-LIST MYSTERY EXCLUSIVE! Sponsor our mystery content reaching 100M+ enthusiasts. Your brand appears before Hollywood's most beloved mystery content. Perfect for premium brands wanting to associate with mystery excellence. Star power meets brand power! ⭐,71.46,guaranteed,"[""video""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""UK""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
netflix,Netflix Western Season,"🎬 CINEMA AT HOME! Sponsor our western collection reaching 200M+ subscribers who choose quality entertainment. Your brand appears before the world's most sought-after western content. When Netflix premieres western, your brand shines! 🌟",76.51,guaranteed,"[""video""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""France""], ""device_type_any_of"": [""smart_tv"", ""desktop"", ""tablet"", ""mobile""]}"
